209.164.189.54,209-164-189-54.biz.static.teleguam.net.
116.75.205.113,
115.99.236.60,
115.99.238.189,
27.0.56.150,150-56-0-27.vasaicable.co.in.
27.6.106.112,
14.99.7.210,static-210.7.99.14-tataidc.co.in.
111.92.9.34,34.9.92.111.asianet.co.in.
103.90.236.158,103-90-236-158.jet11.jetway.in.
27.6.101.136,
103.220.30.91,
115.99.218.215,
116.72.151.218,
144.48.72.202,
115.97.184.82,
115.99.161.149,
27.4.226.151,
122.186.120.249,nsg-corporate-249.120.186.122.airtel.in.
103.92.45.6,
103.209.144.140,140-144-209-103.microhost.com.
115.99.244.230,
115.96.189.236,
103.5.134.77,
115.97.51.128,
60.243.132.91,
115.98.53.233,
103.233.140.54,
115.97.138.28,
103.215.207.18,
116.72.184.34,
182.79.109.234,
180.149.242.234,
202.149.204.255,static-255.204.149.202-tataidc.co.in.
182.18.181.33,static-182.18.181-33.ctrls.in.
115.98.239.8,
103.229.129.70,
27.7.117.69,
116.68.89.68,68.89.68.116.asianet.co.in.
115.96.183.69,
182.71.145.153,nsg-static-153.145.71.182.airtel.in.
103.14.124.3,ns03.nextraworld.com.
203.223.190.150,
14.96.116.186,static-186.116.96.14-tataidc.co.in.
103.101.233.97,
103.49.57.223,
27.7.88.68,
123.252.227.251,
103.120.237.48,
106.201.233.134,abts-west-static-134.233.201.106.airtelbroadband.in.
136.232.216.114,136.232.216.114.static.jio.com.
122.169.54.24,abts-mum-dynamic-024.54.169.122.airtelbroadband.in.
103.231.209.42,
175.101.132.109,static109.excell.175.101.132.109.
103.57.70.220,
27.4.194.207,
103.223.15.137,
27.6.136.178,
116.73.96.126,
182.156.93.102,static-102.93.156.182-tataidc.co.in.
182.156.155.193,static-193.155.156.182-tataidc.co.in.
182.78.137.21,
118.91.233.68,ns4.abtauto.com.
115.96.157.183,
125.99.10.46,
136.232.104.182,136.232.104.182.static.jio.com.
36.255.184.74,host-184174.fivenetwork.com.
202.164.153.87,87.153.164.202.asianet.co.in.
116.74.27.57,
103.78.19.229,node-103-78-19-229.alliancebroadband.in.
202.53.88.35,www.nettlinx.com.
103.29.119.197,197-119-29-103.tarapur.net.
117.216.211.64,
115.99.211.160,
125.17.31.126,
103.87.48.253,
103.145.172.19,
123.252.231.206,
27.6.145.6,
60.243.197.136,
103.123.157.41,
203.153.41.205,
182.156.242.178,static-178.242.156.182-tataidc.co.in.
182.156.160.211,static-211.160.156.182-tataidc.co.in.
27.7.17.6,
115.111.7.161,115.111.7.161.static-chennai.vsnl.net.in.
103.57.71.137,
202.54.181.152,
116.74.133.38,
43.230.201.109,quickpost.app.
59.145.171.35,
61.246.0.141,abts-north-static-141.0.246.61.airtelbroadband.in.
103.57.71.145,
14.102.20.54,
205.254.187.7,
103.174.52.73,
113.193.29.34,
14.192.19.194,
116.74.118.113,
203.192.209.151,dhcp-192-209-151.in2cable.com.
115.243.102.142,115.243.102.142.static.jio.com.
103.90.75.9,
115.96.184.135,
27.5.35.54,
115.98.16.102,
60.243.238.206,
117.217.229.83,
116.75.85.110,
180.148.45.43,host-18045143.fivenetwork.com.
116.74.238.57,
27.5.29.181,
115.99.254.11,
14.96.97.96,static-96.97.96.14-tataidc.co.in.
14.97.85.129,static-129.85.97.14-tataidc.co.in.
120.56.115.75,
116.75.111.222,
1.22.212.76,
180.179.151.150,pareshsharma.in.
27.4.10.218,
116.75.122.188,
103.57.70.34,
115.99.109.13,
60.243.23.52,
27.7.61.49,
122.186.116.209,nsg-corporate-209.116.186.122.airtel.in.
120.59.29.96,
27.7.104.172,
114.143.34.228,
103.240.101.8,
116.73.83.81,
103.49.59.93,
103.97.244.68,
61.95.251.207,
115.99.217.166,
116.74.253.116,
203.200.70.3,ns2.teri.res.in.
103.193.197.224,
61.247.224.195,abts-north-static-195.224.247.61.airtelbroadband.in.
114.143.32.92,
103.146.174.153,keralavisionisp-dynamic-153.174.146.103.keralavisionisp.com.
115.98.29.92,
103.57.70.62,
122.160.192.79,abts-north-static-079.192.160.122.airtelbroadband.in.
115.98.168.247,
103.120.50.2,
103.129.97.222,server.svdjewels.com.
115.98.195.134,
14.102.18.186,
125.17.173.65,
103.174.81.130,
202.177.233.81,host-233181.fivenetwork.com.
122.169.49.48,abts-mum-dynamic-048.49.169.122.airtelbroadband.in.
115.99.162.5,
202.131.103.33,
103.154.203.114,
103.57.70.103,
45.113.139.236,
103.109.109.2,reverse.bluelotus.109.109.103.in-addr.arpa.
103.159.201.26,
103.162.213.159,
43.228.229.130,
120.59.23.217,
103.159.33.49,
103.181.177.159,
175.101.159.121,static121.excell.175.101.159.121.
182.72.53.43,nsg-static-043.53.72.182.airtel.in.
103.57.71.156,
27.7.173.225,
14.97.106.65,static-65.106.97.14-tataidc.co.in.
103.120.111.2,
175.100.181.197,
43.241.26.86,
182.156.152.119,mail.tataidc.com.
106.51.129.231,broadband.actcorp.in.
103.109.7.128,
27.7.82.20,
182.156.155.26,static-26.155.156.182-tataidc.co.in.
150.129.248.115,248.129.150.in-addr.tripleplay.in.
122.185.198.242,nsg-corporate-242.198.185.122.airtel.in.
103.27.48.10,103.27.48.10.balajibroadband.com.
115.96.60.31,
203.212.220.218,
122.169.49.108,abts-mum-dynamic-108.49.169.122.airtelbroadband.in.
103.232.131.156,
175.101.39.17,static17.excell.175.101.39.17.
111.92.8.61,61.8.92.111.asianet.co.in.
116.75.25.83,
14.97.19.62,static-62.19.97.14-tataidc.co.in.
27.4.222.40,
103.66.11.37,
60.243.132.237,
14.98.13.234,static-234.13.98.14-tataidc.co.in.
103.158.212.124,
27.7.106.249,
27.7.16.244,
116.74.167.130,
103.57.70.98,
27.6.132.51,
182.58.1.130,static-mum-182.58.1.130.mtnl.net.in.
49.205.164.40,49.205.164.40.actcorp.in.
111.92.96.66,66.96.92.111.asianet.co.in.
123.252.214.163,
182.156.155.251,static-251.155.156.182-tataidc.co.in.
203.194.110.17,dhcp-194-110-17.in2cable.com.
120.56.119.164,
116.74.133.251,
116.73.95.156,
103.205.112.22,
27.6.144.194,
115.98.139.27,
115.99.97.15,
116.75.164.249,
182.71.61.207,nsg-static-207.61.71.182.airtel.in.
103.51.139.51,
115.98.110.168,
116.74.236.234,
27.7.130.177,
103.112.227.232,
103.177.204.199,
182.156.152.240,mail.tataidc.com.
103.215.171.225,
103.165.118.121,
182.156.162.244,static-244.162.156.182-tataidc.co.in.
14.99.135.165,static-165.135.99.14-tataidc.co.in.
116.72.157.189,
115.98.15.9,
103.141.217.250,103.141.217.250.dynamic-broadband.sgci.in.
120.59.29.75,
115.96.25.35,
219.65.39.41,219.65.39.41.static-delhi.vsnl.net.in.
14.192.31.62,
103.54.28.227,
182.57.1.31,static-mum-182.57.1.31.mtnl.net.in.
103.212.157.11,
125.99.221.244,
116.75.85.208,
103.47.173.147,
60.243.240.37,
164.52.223.153,e2e-92-153.ssdcloudindia.net.
116.74.189.54,
120.59.30.71,
122.185.113.244,nsg-corporate-244.113.185.122.airtel.in.
116.73.98.79,
27.7.109.250,
45.126.252.77,
103.138.96.162,96.138.103.in-addr.arpa.
103.93.36.138,
182.75.208.206,nsg-static-206.208.75.182-airtel.com.
103.87.174.71,mail.smachievers.in.
202.177.233.85,host-233185.fivenetwork.com.
111.125.138.29,
103.91.120.78,
103.232.129.14,
27.4.219.69,
27.4.17.91,
27.6.100.71,
123.252.213.156,
60.243.252.72,
103.167.172.1,
182.78.160.86,
115.96.64.118,
182.70.248.70,abts-mp-dynamic-070.248.70.182.airtelbroadband.in.
114.79.153.226,114.79.153.226.dvois.com.
115.96.166.233,
115.98.16.125,
115.99.168.191,
122.169.113.50,abts-mum-static-050.113.169.122.airtelbroadband.in.
68.178.163.176,176.163.178.68.host.secureserver.net.
14.96.106.114,static-114.106.96.14-tataidc.co.in.
103.60.138.254,
27.5.148.221,
103.176.159.42,
45.249.122.82,
117.211.192.52,
103.57.71.38,
182.237.188.33,host-182188133.fivenetwork.com.
112.196.100.123,
125.17.232.130,
202.177.233.80,host-233180.fivenetwork.com.
157.245.99.150,
103.233.77.46,static-103-233-77-46.ctrls.in.
116.73.100.194,
27.5.201.207,
103.173.9.22,
103.92.103.71,
136.233.51.81,136.233.51.81.static.jio.com.
45.124.145.31,
182.70.113.106,abts-mum-static-106.113.70.182.airtelbroadband.in.
125.18.241.103,
60.243.84.112,
27.5.104.255,
103.155.235.122,
115.243.147.169,115.243.147.169.static.jio.com.
111.93.225.220,static-220.225.93.111-tataidc.co.in.
103.125.163.241,
115.99.146.33,
27.4.33.248,
103.99.150.10,ns1.skylinkfibernet.com.
103.93.175.127,
116.74.188.166,
180.148.35.192,host-18035292.fivenetwork.com.
103.228.83.109,www.setmycareer.com.
182.75.157.51,nsg-static-51.157.75.182-airtel.com.
115.99.101.145,
115.99.244.6,
103.219.219.148,
27.4.7.229,
14.96.97.162,static-162.97.96.14-tataidc.co.in.
103.12.133.19,rev.perfectinternet.in.
103.224.241.191,mail.rpluscrm.com.
125.16.203.243,
112.196.19.243,
111.92.106.148,148.106.92.111.asianet.co.in.
27.4.244.20,
103.59.57.231,undefined.hostname.localhost.
203.212.220.253,
103.159.251.209,
115.98.197.169,
27.4.44.134,
115.97.78.42,
14.140.206.30,14.140.206.30.STATIC-Delhi-vsnl.net.in.
122.171.166.170,abts-kk-dynamic-170.166.171.122-airtelbroadband.in.
117.192.8.154,
120.59.23.82,
27.4.241.76,
103.211.153.41,
43.224.0.39,
103.221.79.9,
123.253.187.100,
103.70.147.236,
27.7.178.235,
123.252.254.22,
115.99.219.193,
27.5.234.18,
103.241.181.28,nxg0909.premiumwebservers.com.
182.156.161.2,mail.tataidc.com.
103.208.224.26,
114.79.144.95,114.79.144.95.dvois.com.
27.4.99.192,
45.115.173.249,
114.143.34.226,
116.72.160.172,
117.198.250.32,
14.192.0.141,static-14-192-0-141.ctrls.in.
103.155.234.39,
60.243.249.182,
182.79.114.234,
116.75.222.66,
103.8.46.9,ns4.tataidc.co.in.
115.99.89.121,
27.4.243.40,
115.96.68.34,
115.99.223.108,
115.96.126.174,
103.47.93.221,
202.191.1.105,
27.5.200.187,
169.38.73.5,5.49.26a9.ip4.static.sl-reverse.com.
35.154.249.83,ec2-35-154-249-83.ap-south-1.compute.amazonaws.com.
27.4.43.44,
14.140.162.138,mailex.tradeindia.com.
27.7.206.214,
203.94.227.70,ns1.mtnl.net.in.
116.75.123.210,
27.4.234.93,
120.56.114.64,
14.102.13.254,
116.75.153.140,
115.99.189.249,
14.96.110.96,static-96.110.96.14-tataidc.co.in.
182.78.236.185,
182.75.185.225,nsg-static-225.185.75.182-airtel.com.
120.57.125.98,
27.4.51.172,
116.75.244.123,
103.10.234.96,mail.swiftlinecargo.com.
116.75.97.36,
103.91.16.47,47.16.91.103-sigaramnet.com.
203.212.221.116,
116.72.75.14,
116.73.164.5,
27.7.13.249,
14.96.120.31,static-31.120.96.14-tataidc.co.in.
150.107.210.172,
116.75.27.1,
116.73.36.222,
205.254.184.9,
27.7.214.126,
115.96.163.47,
111.125.217.229,
182.76.60.77,nsg-static-77.60.76.182-airtel.com.
116.75.93.70,
103.213.202.166,
120.56.116.229,
120.60.225.243,triband-mum-120.60.225.243.mtnl.net.in.
122.185.112.188,nsg-corporate-188.112.185.122.airtel.in.
27.4.4.83,
103.155.235.37,
14.96.99.176,static-176.99.96.14-tataidc.co.in.
49.156.151.113,
115.99.4.217,
116.75.162.220,
116.73.230.239,
27.7.0.247,
115.97.94.90,
125.99.11.201,
27.4.2.35,
43.239.110.239,mail.palsanaenviro.com.
103.248.210.246,
122.185.108.66,nsg-corporate-66.108.185.122.airtel.in.
27.4.63.168,
103.102.96.68,
182.156.160.158,mail.tataidc.com.
27.5.30.20,
103.73.190.10,static-190.73.103.rackbank.com.
27.4.42.202,
120.59.29.2,
27.4.81.54,
116.75.69.214,
27.6.145.51,
116.73.173.70,
27.5.119.170,
114.143.35.233,
115.97.186.229,
27.6.106.21,
115.99.229.130,
103.98.34.13,
103.140.128.6,
27.6.0.244,
103.162.213.210,
27.4.215.156,
103.90.99.110,undefined.hostname.localhost.
103.168.181.177,
103.228.35.43,
45.119.47.58,
114.143.91.103,
27.4.54.203,
103.165.4.82,82-4-165-103.vayuonline.in.
182.76.239.237,nsg-static-237.239.76.182-airtel.com.
27.4.202.190,
27.7.184.83,
27.7.171.119,
27.5.101.115,
27.7.29.177,
116.73.168.212,
36.255.91.38,
116.72.91.93,
27.5.217.124,
116.74.71.99,
116.74.150.65,
203.123.186.116,
114.143.91.68,
115.99.247.148,
119.226.62.182,
60.254.60.167,
115.99.156.203,
116.73.141.89,
116.75.107.132,
27.5.11.84,
182.78.166.110,
115.99.41.253,
103.217.245.165,
27.7.206.161,
27.109.3.234,
49.248.101.78,static-78.101.248.49-tataidc.co.in.
122.169.56.185,abts-mum-dynamic-185.56.169.122.airtelbroadband.in.
27.5.232.229,
182.156.161.134,mail.tataidc.com.
116.73.159.68,
60.243.145.153,
115.97.246.184,
103.143.214.242,
115.98.179.82,
27.7.140.164,
116.74.171.71,
101.53.144.60,Orpak-u.securehostdns.com.
115.99.242.235,
182.156.152.2,mail.tataidc.com.
27.7.92.168,
123.252.254.26,
60.243.91.146,
115.98.3.81,
103.145.172.15,141253.10g.mumbai.muftinternet.com.
115.97.71.179,
103.137.199.151,
60.243.89.59,
103.162.213.190,
115.98.206.182,
43.225.23.38,
103.16.6.77,
111.92.10.13,13.10.92.111.asianet.co.in.
27.7.175.204,
116.73.140.202,
103.189.217.58,
202.129.240.162,semcom.ac.in.
103.176.239.25,
27.5.127.178,
60.243.11.142,
45.126.21.60,
116.75.223.127,
137.59.86.21,keralavisionisp-dynamic-21.86.59.137.keralavisionisp.com.
27.6.90.85,
27.4.171.81,
112.196.118.22,
115.98.227.44,
27.6.181.115,
115.99.67.244,
124.124.94.25,
115.98.145.112,
27.4.159.148,
27.6.19.130,
27.7.122.179,
115.99.209.74,
103.164.242.222,
115.98.183.187,
115.99.182.3,
116.75.113.14,
202.62.77.2,ns2.cityonlines.com.
116.72.160.105,
115.98.60.197,
120.72.93.162,
123.63.90.213,
14.96.103.120,static-120.103.96.14-tataidc.co.in.
27.4.82.249,
115.99.171.196,
114.79.133.26,114.79.133.26.dvois.com.
45.127.58.105,
27.4.49.24,
103.172.202.1,
116.75.165.94,
115.99.227.223,
111.92.96.51,51.96.92.111.asianet.co.in.
49.248.155.59,static-59.155.248.49-tataidc.co.in.
27.7.131.89,
116.74.237.122,
115.96.38.27,
140.238.240.0,
27.6.43.161,
27.4.87.6,
103.152.157.14,
49.249.197.154,static-154.197.249.49-tataidc.co.in.
157.245.105.122,
111.92.105.39,39.105.92.111.asianet.co.in.
115.98.202.231,
115.99.172.26,
125.16.252.73,
202.179.92.226,aipl-226-92-179-202.ankhnet.net.
116.73.126.223,
115.99.74.67,
27.6.160.173,
43.225.192.82,
182.156.154.12,mail.tataidc.com.
27.4.140.51,
183.87.148.98,98-148-87-183.mysipl.com.
27.5.188.100,
182.73.122.46,
202.137.209.49,ns1432.ztomy.com.
125.99.206.112,
60.243.15.196,
115.97.184.75,
103.147.160.29,
49.248.47.134,static-134.47.248.49-tataidc.co.in.
14.96.108.88,static-88.108.96.14-tataidc.co.in.
14.96.110.42,static-42.110.96.14-tataidc.co.in.
27.4.205.24,
115.96.102.248,
27.4.41.112,
139.84.141.172,139.84.141.172.vultrusercontent.com.
61.246.36.243,abts-north-static-243.36.246.61.airtelbroadband.in.
116.73.181.52,
120.138.0.205,host-0305.fivenetwork.com.
115.99.225.222,
116.75.88.184,
27.6.42.126,
122.170.103.35,abts-mum-static-035.103.170.122.airtelbroadband.in.
125.21.202.41,
27.6.61.197,
182.156.163.60,mail.tataidc.com.
27.7.6.166,
103.173.191.126,
27.7.117.141,
49.248.155.86,static-86.155.248.49-tataidc.co.in.
203.88.155.222,ice.155.client222.youtele.com.
111.92.62.37,37.62.92.111.asianet.co.in.
27.7.113.99,
125.99.207.62,
175.101.32.186,static186.excell.175.101.32.186.
45.115.58.157,
111.92.63.75,75.63.92.111.asianet.co.in.
116.73.230.252,
203.192.219.21,dhcp-192-219-21.in2cable.com.
116.74.190.97,
117.239.49.29,static.ill.117.239.49.29/24.bsnl.in.
115.97.244.108,
116.74.233.157,
60.243.12.151,
60.243.220.29,
27.4.224.133,
115.98.42.151,
115.96.78.12,
122.179.138.230,abts-mum-dynamic-230.138.179.122.airtelbroadband.in.
43.251.80.129,
182.156.152.209,mail.tataidc.com.
60.243.184.208,
115.98.48.131,
103.60.219.254,
114.143.86.244,
116.68.126.100,100.126.68.116.asianet.co.in.
27.4.206.207,
60.254.1.38,
116.72.169.60,
27.7.234.201,
27.4.221.155,
27.7.130.143,
116.74.167.105,
27.4.151.28,
180.148.58.32,host-18058132.fivenetwork.com.
111.92.63.168,168.63.92.111.asianet.co.in.
157.245.102.141,erp.hpautomation.in.
45.127.201.224,host-201324.fivenetwork.com.
157.245.97.6,erp.carapaceinfra.in.
116.74.135.8,
112.196.46.74,
115.99.215.16,
115.97.189.199,
115.97.15.24,
60.243.248.28,
103.176.235.73,
60.243.101.102,
115.99.22.219,
116.73.78.182,
27.4.216.107,
103.78.159.131,
103.124.207.250,
116.74.155.139,
115.98.16.110,
116.72.94.107,
116.75.127.18,
115.98.41.194,
103.161.42.2,
116.75.116.116,
115.99.63.92,
27.7.8.218,
115.42.32.105,
49.156.158.41,
103.134.44.222,
116.75.117.191,
115.98.44.199,
27.4.16.213,
129.154.229.87,
27.7.103.200,
111.125.217.251,
27.4.20.79,
116.74.138.155,
202.177.233.51,host-233151.fivenetwork.com.
115.97.39.65,
115.98.177.109,
115.98.31.247,
182.156.161.38,mail.tataidc.com.
103.133.214.47,
115.98.31.161,
103.162.213.15,
27.5.221.200,
116.75.164.135,
27.6.46.216,
116.75.121.64,
27.6.17.194,
116.73.75.84,
27.7.168.8,
114.143.83.147,
125.99.144.55,
115.98.98.145,
203.202.233.95,
49.248.102.209,static-209.102.248.49-tataidc.co.in.
27.6.14.224,
27.6.78.24,
60.243.117.152,
103.161.31.137,
115.97.165.191,
27.4.250.36,
115.97.164.102,
27.5.211.149,
116.75.202.147,
27.4.35.93,
60.243.62.63,
27.5.55.170,
124.123.76.225,124.123.76.225.actcorp.in.
115.98.243.86,
202.140.128.64,ws64-128.140.202.rcil.gov.in.
27.6.153.77,
123.201.150.158,158-150-201-123.static.youbroadband.in.
103.155.54.229,
116.74.24.39,
60.243.221.232,
116.73.76.177,
43.247.158.196,
103.152.157.129,
115.96.161.75,
27.6.14.158,
115.97.164.200,
60.243.255.241,
123.252.226.218,
150.242.22.108,
27.7.74.191,
49.205.218.98,broadband.actcorp.in.
116.73.164.29,
103.102.73.11,
115.98.178.95,
115.96.147.250,
114.143.81.25,
103.182.159.38,
115.98.28.112,
103.199.174.18,
116.72.115.173,
103.160.145.195,free.hapihhost.in.145.160.103.in-addr.arpa.
182.73.226.172,
60.243.162.94,
103.105.103.129,
125.99.224.189,
115.247.14.26,
103.152.157.193,
115.240.14.242,115.240.14.242.static.jio.com.
111.92.63.112,112.63.92.111.asianet.co.in.
125.99.227.86,
60.243.160.46,
27.6.190.113,
115.97.180.185,
49.205.197.226,broadband.actcorp.in.
27.7.159.66,
115.97.70.48,
115.99.119.161,
27.5.134.121,
115.96.78.174,
116.73.82.230,
60.243.2.224,
115.96.179.133,
103.148.39.234,
27.6.93.100,
103.154.203.130,
27.7.24.41,
27.4.233.5,
115.99.217.239,
116.212.176.201,
202.149.205.251,static-251.205.149.202-tataidc.co.in.
115.98.26.134,
27.5.131.93,
115.98.182.205,
115.98.138.155,
115.99.94.214,
116.72.122.228,
115.98.139.235,
27.6.37.32,
14.139.228.196,
116.75.123.159,
115.240.14.203,115.240.14.203.static.jio.com.
115.99.95.169,
27.4.101.108,
115.98.42.128,
202.91.78.203,
116.74.131.152,
27.4.27.249,
115.98.60.187,
115.98.185.16,
115.97.71.186,
119.235.53.196,
122.166.123.19,abts-kk-static-019.123.166.122.airtelbroadband.in.
116.75.121.105,
60.254.58.197,
115.99.54.81,
27.6.105.9,
115.98.40.148,
27.4.2.206,
203.192.229.252,dhcp-192-229-252.in2cable.com.
14.139.234.242,
45.115.57.39,
27.7.99.107,
27.7.158.121,
116.74.188.119,
103.144.36.60,
116.74.49.189,
115.99.172.29,
111.92.10.2,2.10.92.111.asianet.co.in.
27.5.11.26,
14.96.118.26,static-26.118.96.14-tataidc.co.in.
116.73.110.184,
202.83.34.88,88.34.83.202.asianet.co.in.
115.96.159.204,
115.98.149.111,
123.252.224.226,static-226.224.252.123-tataidc.co.in.
112.196.17.204,
116.75.78.196,
27.7.123.28,
202.149.204.207,static-207.204.149.202-tataidc.co.in.
111.92.63.57,57.63.92.111.asianet.co.in.
115.99.185.170,
115.99.137.146,
210.18.138.153,
59.144.110.169,aes-static-169.110.144.59.airtel.in.
115.97.164.47,
115.96.253.172,
27.5.253.39,
115.98.200.37,
27.6.154.193,
103.255.146.9,
120.72.88.150,
182.156.155.14,mail.tataidc.com.
103.162.213.198,
116.73.151.125,
103.162.196.21,
115.97.92.41,
27.6.40.144,
27.6.158.220,
60.243.214.8,
182.156.152.68,mail.tataidc.com.
115.243.1.89,115.243.1.89.static.jio.com.
116.72.127.172,
180.179.32.187,
115.98.29.35,
115.96.224.116,
115.99.168.22,
115.240.220.45,115.240.220.45.static.jio.com.
115.97.182.203,
27.4.59.188,
114.29.233.195,114.29.233.195.static.gitipl.com.
122.169.41.109,abts-mh-dynamic-109.41.169.122.airtelbroadband.in.
115.99.71.165,
115.96.255.5,
27.6.53.144,
27.6.154.179,
182.156.161.110,mail.tataidc.com.
115.98.12.20,
27.6.190.141,
27.6.39.14,
27.5.53.135,
116.73.178.221,
115.99.206.173,
103.132.242.59,
27.4.231.103,
27.7.154.229,
60.243.198.67,
183.82.56.161,183.82.56.161.actcorp.in.
202.54.201.130,202.54.201-130.ill-Del.static.vsnl.net.in.
103.172.150.127,
60.243.140.146,
115.98.204.93,
27.7.130.46,
203.212.200.209,
202.164.38.44,
27.7.129.252,
60.243.251.91,
60.243.147.146,
202.160.146.25,
103.186.129.1,
115.240.109.136,115.240.109.136.static.jio.com.
125.63.64.35,125.63.64.35.reverse.spectranet.in.
60.243.144.2,
103.170.90.121,
115.98.27.105,
116.75.127.208,
1.6.172.249,
60.243.207.7,
115.97.135.121,
122.176.18.199,abts-north-static-199.18.176.122.airtelbroadband.in.
115.97.178.245,
203.192.228.13,dhcp-192-228-13.in2cable.com.
27.4.54.84,
60.243.134.208,
60.243.173.120,
115.99.235.148,
27.6.60.89,
116.75.127.212,
182.156.152.94,mail.tataidc.com.
43.252.88.130,e2e-17-130.ssdcloudindia.net.
116.72.160.185,
27.6.159.137,
115.97.180.9,
120.138.1.138,host-1238.fivenetwork.com.
150.129.120.220,
115.98.34.176,
103.133.122.148,dynamic.radinet.in.
115.96.182.158,
103.109.7.22,
115.98.63.106,
115.98.244.242,
182.57.1.23,static-mum-182.57.1.23.mtnl.net.in.
27.6.124.14,
60.243.162.89,
1.6.55.203,
36.255.184.21,host-184121.fivenetwork.com.
111.92.85.233,233.85.92.111.asianet.co.in.
112.133.241.244,
120.56.112.53,
36.255.252.249,
180.149.244.234,rx4512.rapidns.com.
182.156.160.124,mail.tataidc.com.
202.164.153.220,220.153.164.202.asianet.co.in.
27.7.109.133,
103.172.88.246,
180.179.195.97,
115.98.70.190,
36.255.110.16,host-110116.fivenetwork.com.
27.6.163.71,
220.158.164.243,cloudserver.spectracloud.com.
27.6.78.215,
103.117.117.115,
172.104.206.174,therifleman.name.
182.156.154.193,mail.tataidc.com.
43.229.27.34,
103.162.213.92,
223.196.188.154,
27.6.154.212,
182.156.162.215,mail.tataidc.com.
27.6.71.244,
27.5.63.162,
27.4.50.107,
27.7.116.25,
103.165.118.146,
115.96.113.196,
125.99.226.152,
103.141.116.83,
103.168.248.137,
20.44.36.216,
144.24.143.226,
43.230.200.24,
27.7.80.54,
14.96.107.236,static-236.107.96.14-tataidc.co.in.
27.6.178.154,
1.22.212.214,
43.252.89.91,mail.eit1.ei21.live.
27.7.60.39,
116.73.77.190,
116.75.222.204,
115.98.50.131,
202.149.205.59,static-59.205.149.202-tataidc.co.in.
115.97.96.174,
27.4.218.189,
202.149.205.219,static-219.205.149.202-tataidc.co.in.
27.6.33.137,
103.152.62.99,
103.143.168.146,
27.6.125.54,
27.6.138.197,
202.149.205.14,static-14.205.149.202-tataidc.co.in.
115.98.29.193,
125.21.78.114,
115.98.129.153,
203.187.253.106,106-253-187-203.static.youbroadband.in.
14.140.162.55,14.140.162.55.STATIC-Delhi-vsnl.net.in.
60.243.170.23,
125.20.46.206,
43.249.227.14,static-43-254-40-14.ctrls.in.
103.167.216.13,
103.15.231.6,103.15.231.6.static-westbengalsikkim.powertel.in.
45.127.57.130,
27.6.46.242,
202.83.34.249,249.34.83.202.asianet.co.in.
115.98.176.137,
60.243.145.11,
27.6.109.125,
103.67.152.185,
27.4.218.73,
202.83.18.108,act2028318108.broadband.actcorp.in.
115.99.137.164,
202.149.204.149,static-149.204.149.202-tataidc.co.in.
115.97.167.10,
27.6.174.119,
103.154.246.146,103.154.246.146.gigatel.info.
125.99.194.123,
203.192.236.31,dhcp-192-236-31.in2cable.com.
115.97.188.132,
103.164.200.211,
60.243.31.28,
103.127.78.55,
183.177.126.186,183.177.126.186.orangeinfocom.in.
27.4.150.125,
103.162.213.70,
60.243.162.67,
103.160.145.237,free.hapihhost.in.145.160.103.in-addr.arpa.
117.236.110.34,
27.6.91.203,
115.99.175.52,
183.82.107.220,183.82.107.220.actcorp.in.
59.144.110.173,aes-static-173.110.144.59.airtel.in.
27.5.114.116,
103.121.116.50,
27.6.41.189,
115.99.223.6,
103.162.213.28,
116.72.180.74,
203.212.230.138,
120.63.176.127,static-mum-120.63.176.127.mtnl.net.in.
115.98.160.178,
27.6.56.20,
103.187.166.9,
114.79.168.41,114.79.168.41.dvois.com.
45.251.34.43,
27.4.207.154,
116.74.177.226,
27.4.47.119,
122.186.50.76,nsg-corporate-76.50.186.122.airtel.in.
182.156.155.158,mail.tataidc.com.
203.202.233.212,
103.152.79.230,server.havenshipping.net.
115.97.167.189,
202.149.205.15,static-15.205.149.202-tataidc.co.in.
203.192.207.134,dhcp-192-207-134.in2cable.com.
180.151.202.83,180.151.202.83.reverse.spectranet.in.
103.180.210.86,
203.192.209.22,dhcp-192-209-22.in2cable.com.
116.75.74.171,
116.74.63.175,
111.92.8.187,187.8.92.111.asianet.co.in.
27.6.216.158,
43.252.88.247,mail.namaskardistribution.com.
103.145.37.105,
103.104.48.129,
45.249.108.192,static-45-249-108-192.ctrls.in.
27.109.3.99,
111.92.9.208,208.9.92.111.asianet.co.in.
117.211.206.229,
115.98.35.184,
115.96.162.210,
103.141.90.137,
180.150.250.30,mail.expressdiagnostics.in.
182.48.251.137,182.48.251.137.dvois.com.
163.53.75.10,
118.151.209.203,yash-static-203.209.151.118.yashtel.co.in.
202.88.235.205,205.235.88.202.asianet.co.in.
202.65.142.149,static-202-65-142-149.pol.net.in.
116.74.131.81,
182.156.162.204,mail.tataidc.com.
103.154.203.127,
116.74.238.229,
150.129.120.244,
182.156.161.144,mail.tataidc.com.
115.98.196.194,
202.191.150.69,
14.99.196.2,static-2.196.99.14-tataidc.co.in.
61.1.106.16,
125.20.206.154,
27.7.24.35,
59.144.110.162,aes-static-162.110.144.59.airtel.in.
115.96.174.71,
27.5.96.233,
27.7.162.46,
115.98.12.255,
103.172.150.34,
27.7.187.0,
103.136.36.14,
60.243.148.103,
27.7.103.82,
27.6.128.164,
27.7.103.173,
103.146.233.249,
116.75.160.93,
115.99.48.173,
27.7.94.180,
27.7.97.177,
116.75.115.59,
27.4.7.33,
